transaction_id,date,transaction_type,category,merchant,amount,payment_method
TXN00809,2025-05-26,Expense,Entertainment,Hospital,7857.38,Bank Transfer
TXN01355,2025-05-26,Income,Salary,Company,8133.1,Cash
TXN01704,2025-05-27,Income,Investment,Investment Account,26275.86,Bank Transfer
TXN00487,2025-05-27,Expense,Bills,IRCTC,14644.54,Bank Transfer
TXN00107,2025-05-27,Expense,Healthcare,Airtel,1066.68,Cash
TXN00940,2025-05-27,Expense,Food,Hospital,10411.93,Cash
TXN00002,2025-05-27,Expense,Other,Airtel,453.91,Credit Card
TXN00639,2025-05-28,Expense,Shopping,Uber,11005.73,Credit Card
TXN01178,2025-05-28,Expense,Entertainment,DMart,5218.48,Credit Card
TXN01333,2025-05-28,Expense,Healthcare,DMart,9408.97,Debit Card
TXN00440,2025-05-28,Expense,Bills,DMart,14719.85,Cash
TXN00040,2025-05-29,Expense,Other,Swiggy,12247.23,Cash
TXN01785,2025-05-29,Income,Investment,Investment Account,23193.15,Bank Transfer
TXN00248,2025-05-29,Expense,Shopping,Myntra,11106.15,Credit Card
TXN00720,2025-05-30,Expense,Entertainment,Spotify,10658.04,UPI
TXN01661,2025-05-30,Expense,Transport,Netflix,14423.11,Cash
TXN01993,2025-05-30,Income,Investment,Bank,43412.47,UPI
TXN00986,2025-05-30,Expense,Travel,Electricity Board,4504.1,Bank Transfer
TXN01241,2025-05-30,Expense,Transport,IRCTC,5054.9,UPI
TXN00860,2025-05-30,Income,Investment,Bank,53379.77,Bank Transfer
TXN01024,2025-05-30,Expense,Transport,Flipkart,10707.53,Debit Card
TXN01048,2025-05-31,Expense,Groceries,Ola,12368.0,UPI
TXN00983,2025-05-31,Expense,Education,IRCTC,8780.13,Debit Card
TXN00287,2025-05-31,Income,Salary,Company,46051.7,Debit Card
TXN00635,2025-05-31,Expense,Other,Uber,8338.43,Credit Card
TXN01892,2025-05-31,Expense,Education,IRCTC,10616.57,Bank Transfer
TXN01652,2025-05-31,Expense,Shopping,Zomato,5319.81,Debit Card
TXN01267,2025-06-01,Expense,Education,Myntra,10811.42,Bank Transfer
TXN01328,2025-06-01,Expense,Other,Airtel,6658.49,Credit Card
TXN01822,2025-06-01,Income,Salary,Client,28897.4,Credit Card
TXN01442,2025-06-01,Expense,Education,Ola,14379.99,UPI
TXN00365,2025-06-01,Expense,Education,BookMyShow,6580.95,Cash
TXN00030,2025-06-01,Expense,Food,Hospital,9804.9,UPI
TXN01880,2025-06-01,Income,Freelance,Investment Account,55395.42,Bank Transfer
TXN00195,2025-06-02,Expense,Transport,College,781.29,Cash
TXN01694,2025-06-02,Expense,Transport,Airtel,9788.63,Bank Transfer
TXN00027,2025-06-03,Expense,Bills,Ola,5024.45,Cash
TXN01727,2025-06-03,Expense,Healthcare,Flipkart,13046.08,Credit Card
TXN00549,2025-06-04,Expense,Groceries,Uber,11424.82,Bank Transfer
TXN00167,2025-06-04,Expense,Bills,Ola,1994.6,Debit Card
TXN00119,2025-06-04,Expense,Bills,IRCTC,14240.98,Bank Transfer
TXN00559,2025-06-04,Expense,Shopping,Myntra,13287.15,Debit Card
TXN01002,2025-06-04,Expense,Education,Swiggy,8831.98,UPI
TXN01046,2025-06-04,Expense,Healthcare,Flipkart,8117.52,Bank Transfer
TXN00056,2025-06-04,Income,Salary,Company,27718.11,Credit Card
TXN01858,2025-06-05,Income,Freelance,Company,58001.77,UPI
TXN00509,2025-06-06,Expense,Groceries,Jio,10848.52,UPI
TXN01261,2025-06-06,Expense,Healthcare,Hospital,570.97,Cash
TXN00848,2025-06-06,Expense,Entertainment,Flipkart,5052.62,UPI
TXN00317,2025-06-06,Expense,Food,Zomato,14386.37,Credit Card
TXN01530,2025-06-06,Income,Salary,Client,42624.99,UPI
TXN00181,2025-06-06,Expense,Bills,Ola,6720.98,Debit Card
TXN00941,2025-06-06,Expense,Entertainment,Jio,5422.1,UPI
TXN01009,2025-06-07,Expense,Travel,Airtel,14026.45,UPI
TXN00792,2025-06-07,Expense,Entertainment,Amazon,14922.89,Credit Card
TXN01072,2025-06-07,Expense,Bills,Netflix,8876.24,Bank Transfer
TXN01067,2025-06-07,Expense,Travel,BookMyShow,5541.08,Bank Transfer
TXN00194,2025-06-07,Expense,Entertainment,BigBasket,11046.11,UPI
TXN01372,2025-06-07,Income,Freelance,Investment Account,41850.85,Credit Card
TXN01672,2025-06-07,Expense,Entertainment,BookMyShow,757.43,UPI
TXN01645,2025-06-07,Expense,Other,Netflix,10569.09,Bank Transfer
TXN01515,2025-06-08,Expense,Other,Jio,5452.25,UPI
TXN00856,2025-06-08,Expense,Other,BigBasket,3828.9,UPI
TXN01510,2025-06-08,Income,Freelance,Investment Account,26450.62,Cash
TXN00599,2025-06-08,Expense,Entertainment,Amazon,8723.97,Cash
TXN01775,2025-06-08,Expense,Other,Spotify,2196.0,Debit Card
TXN01187,2025-06-08,Expense,Travel,BigBasket,4475.21,Debit Card
TXN01544,2025-06-08,Income,Investment,Company,6145.8,Debit Card
TXN01035,2025-06-08,Expense,Transport,Airtel,11413.85,Credit Card
TXN01379,2025-06-08,Expense,Shopping,Swiggy,7167.01,UPI
TXN01802,2025-06-08,Expense,Food,Spotify,3617.84,Debit Card
TXN01371,2025-06-08,Expense,Bills,Zomato,11036.88,Bank Transfer
TXN01149,2025-06-09,Expense,Travel,Netflix,11667.86,Debit Card
TXN01205,2025-06-09,Expense,Entertainment,Netflix,2015.8,Credit Card
TXN01728,2025-06-09,Expense,Transport,Ola,6996.76,UPI
TXN00596,2025-06-09,Expense,Other,Hospital,8684.39,UPI
TXN00134,2025-06-09,Expense,Travel,College,2494.48,Credit Card
TXN01524,2025-06-09,Expense,Other,College,5052.11,Cash
TXN01471,2025-06-09,Income,Salary,Client,9769.79,UPI
TXN01050,2025-06-10,Expense,Education,Flipkart,12632.54,UPI
TXN00598,2025-06-10,Expense,Shopping,BigBasket,775.0,UPI
TXN01594,2025-06-10,Expense,Travel,Spotify,10512.24,Bank Transfer
TXN01631,2025-06-10,Expense,Transport,Electricity Board,12583.38,Cash
TXN00988,2025-06-10,Expense,Travel,Netflix,11046.3,Credit Card
TXN01772,2025-06-10,Expense,Entertainment,Jio,10726.3,Debit Card
TXN01138,2025-06-10,Expense,Other,Swiggy,9312.09,Credit Card
TXN00241,2025-06-11,Expense,Transport,BigBasket,4641.09,Bank Transfer
TXN01332,2025-06-11,Income,Freelance,Investment Account,53578.14,Debit Card
TXN01461,2025-06-11,Expense,Bills,Zomato,4779.24,UPI
TXN00847,2025-06-11,Income,Salary,Bank,49542.65,UPI
TXN00546,2025-06-11,Expense,Transport,Spotify,5731.4,Debit Card
TXN00757,2025-06-11,Expense,Entertainment,Ola,13952.67,Credit Card
TXN01186,2025-06-11,Expense,Food,Myntra,5994.38,Bank Transfer
TXN00950,2025-06-11,Expense,Groceries,Ola,13574.34,Credit Card
TXN01771,2025-06-11,Expense,Food,IRCTC,4247.2,Cash
TXN00191,2025-06-12,Expense,Travel,DMart,11127.72,Credit Card
TXN00588,2025-06-12,Expense,Shopping,Uber,9419.49,Credit Card
TXN00163,2025-06-12,Expense,Travel,Jio,2223.4,Credit Card
TXN00424,2025-06-12,Expense,Transport,Uber,13035.34,Bank Transfer
TXN01895,2025-06-12,Expense,Groceries,Zomato,6152.13,Credit Card
TXN00159,2025-06-12,Expense,Transport,Myntra,1861.53,Cash
TXN01514,2025-06-12,Income,Investment,Investment Account,53457.04,Cash
TXN01586,2025-06-12,Expense,Other,Hospital,12092.41,Debit Card
TXN00034,2025-06-13,Expense,Groceries,DMart,5611.9,Cash
TXN00905,2025-06-13,Expense,Bills,Ola,11940.77,Credit Card
TXN01140,2025-06-14,Expense,Transport,Myntra,3355.69,UPI
TXN00361,2025-06-14,Expense,Travel,Myntra,6259.88,Bank Transfer
TXN01343,2025-06-14,Expense,Groceries,Amazon,12875.04,UPI
TXN01783,2025-06-15,Expense,Education,IRCTC,9822.07,Debit Card
TXN00431,2025-06-15,Expense,Shopping,Flipkart,9202.44,Bank Transfer
TXN01992,2025-06-15,Expense,Healthcare,Airtel,12881.94,UPI
TXN00838,2025-06-15,Expense,Food,BigBasket,6681.47,Bank Transfer
TXN01083,2025-06-15,Expense,Groceries,BookMyShow,3836.65,UPI
TXN01531,2025-06-16,Expense,Education,Hospital,1245.88,Cash
TXN00535,2025-06-16,Expense,Education,Ola,12371.17,Debit Card
TXN01219,2025-06-16,Expense,Other,Ola,6092.24,Credit Card
TXN01237,2025-06-16,Expense,Bills,Hospital,5456.07,Debit Card
TXN01617,2025-06-16,Expense,Other,Netflix,5273.34,Credit Card
TXN00515,2025-06-17,Expense,Entertainment,BigBasket,9715.7,Credit Card
TXN00193,2025-06-17,Expense,Bills,Electricity Board,1344.91,UPI
TXN01990,2025-06-17,Expense,Healthcare,Amazon,8336.15,UPI
TXN00622,2025-06-17,Expense,Entertainment,Zomato,14867.26,UPI
TXN00236,2025-06-17,Expense,Healthcare,Swiggy,14388.28,Bank Transfer
TXN01359,2025-06-18,Expense,Shopping,Amazon,13049.55,Cash
TXN00863,2025-06-18,Expense,Shopping,Swiggy,5465.48,Credit Card
TXN01488,2025-06-18,Expense,Entertainment,Flipkart,14277.83,Cash
TXN00003,2025-06-18,Expense,Transport,Zomato,10949.14,Debit Card
TXN01778,2025-06-18,Expense,Education,College,9289.66,Cash
TXN00007,2025-06-18,Expense,Entertainment,Swiggy,4789.34,Bank Transfer
TXN01486,2025-06-18,Income,Investment,Bank,62587.52,Credit Card
TXN01553,2025-06-18,Expense,Groceries,Flipkart,7064.63,Bank Transfer
TXN00229,2025-06-18,Expense,Healthcare,BigBasket,8548.31,Bank Transfer
TXN00900,2025-06-18,Expense,Education,BigBasket,8564.9,UPI
TXN00366,2025-06-19,Expense,Transport,Netflix,3105.95,Bank Transfer
TXN00800,2025-06-19,Expense,Groceries,BookMyShow,60301.79,Credit Card
TXN01997,2025-06-20,Expense,Bills,Flipkart,7061.79,Credit Card
TXN00745,2025-06-20,Expense,Food,Zomato,2477.83,UPI
TXN00041,2025-06-20,Expense,Groceries,Electricity Board,12775.71,UPI
TXN00018,2025-06-20,Expense,Bills,Airtel,1507.68,Cash
TXN01388,2025-06-20,Expense,Entertainment,Airtel,2769.82,UPI
TXN01786,2025-06-20,Expense,Groceries,Electricity Board,10485.05,Cash
TXN00969,2025-06-20,Expense,Groceries,BigBasket,5132.84,Cash
TXN00493,2025-06-20,Expense,Groceries,Flipkart,1296.54,Credit Card
TXN01743,2025-06-21,Expense,Transport,Amazon,12392.79,Cash
TXN00687,2025-06-21,Expense,Bills,Ola,7249.14,Cash
TXN00051,2025-06-21,Expense,Education,Electricity Board,4170.05,Cash
TXN01674,2025-06-21,Income,Salary,Company,47458.97,Bank Transfer
TXN01991,2025-06-21,Expense,Bills,Swiggy,2726.23,Credit Card
TXN00360,2025-06-21,Expense,Other,Swiggy,9539.5,Debit Card
TXN00304,2025-06-21,Income,Investment,Bank,12635.32,Debit Card
TXN00108,2025-06-22,Expense,Food,IRCTC,4206.78,Cash
TXN00401,2025-06-22,Expense,Travel,Hospital,9709.03,Cash
TXN00951,2025-06-22,Expense,Food,Airtel,2370.38,UPI
TXN01430,2025-06-22,Income,Investment,Client,67438.54,Credit Card
TXN01236,2025-06-22,Expense,Healthcare,Zomato,6537.52,Debit Card
TXN01505,2025-06-22,Income,Freelance,Client,47416.42,Credit Card
TXN00762,2025-06-22,Expense,Food,Swiggy,5762.02,Debit Card
TXN00085,2025-06-22,Expense,Healthcare,DMart,13521.86,Bank Transfer
TXN00898,2025-06-23,Expense,Entertainment,College,4209.56,Bank Transfer
TXN01055,2025-06-23,Expense,Other,College,2909.48,Credit Card
TXN00427,2025-06-23,Expense,Other,DMart,13363.21,Cash
TXN00656,2025-06-23,Expense,Entertainment,Amazon,11082.11,Credit Card
TXN01465,2025-06-23,Expense,Transport,Jio,8289.49,Bank Transfer
TXN00578,2025-06-23,Expense,Shopping,Flipkart,11742.78,Credit Card
TXN00539,2025-06-23,Income,Freelance,Company,65777.5,Cash
TXN00406,2025-06-24,Expense,Healthcare,College,2949.69,UPI
TXN00670,2025-06-24,Expense,Groceries,Uber,3539.45,Bank Transfer
TXN01593,2025-06-24,Expense,Shopping,DMart,6561.79,Credit Card
TXN01033,2025-06-25,Expense,Transport,Swiggy,7072.68,Credit Card
TXN00558,2025-06-25,Expense,Entertainment,Amazon,2761.11,Credit Card
TXN01480,2025-06-25,Expense,Healthcare,DMart,3987.61,Cash
TXN00659,2025-06-25,Expense,Shopping,Zomato,2934.99,Credit Card
TXN00542,2025-06-25,Expense,Shopping,Zomato,7625.9,Debit Card
TXN01647,2025-06-26,Expense,Healthcare,IRCTC,10178.72,UPI
TXN01879,2025-06-26,Expense,Food,Netflix,1013.09,Bank Transfer
TXN00428,2025-06-26,Income,Investment,Client,49465.81,Credit Card
TXN00492,2025-06-26,Expense,Food,BookMyShow,12363.43,Credit Card
TXN01713,2025-06-26,Expense,Transport,Hospital,8270.44,Cash
TXN00124,2025-06-26,Expense,Groceries,Swiggy,4552.15,Debit Card
TXN01739,2025-06-26,Expense,Groceries,Flipkart,14085.82,Bank Transfer
TXN01197,2025-06-26,Expense,Healthcare,DMart,5931.12,Cash
TXN01044,2025-06-27,Expense,Entertainment,BookMyShow,2508.96,Bank Transfer
TXN01930,2025-06-27,Expense,Healthcare,Uber,12713.71,Cash
TXN00594,2025-06-27,Expense,Groceries,Swiggy,5076.0,Bank Transfer
TXN01919,2025-06-27,Expense,Education,DMart,10813.29,UPI
TXN00583,2025-06-28,Expense,Food,Hospital,3493.76,Credit Card
TXN00831,2025-06-28,Expense,Transport,Spotify,3499.15,Bank Transfer
TXN00586,2025-06-28,Expense,Shopping,Myntra,10145.99,Cash
TXN01121,2025-06-28,Expense,Food,BookMyShow,8448.68,Credit Card
TXN00422,2025-06-28,Expense,Other,Ola,12053.09,Cash
TXN01308,2025-06-28,Expense,Education,Swiggy,6648.68,Bank Transfer
TXN01417,2025-06-28,Income,Investment,Client,66476.4,UPI
TXN01755,2025-06-28,Expense,Travel,Swiggy,8628.54,Debit Card
TXN01256,2025-06-28,Expense,Healthcare,BigBasket,954.91,Debit Card
TXN00698,2025-06-28,Expense,Travel,IRCTC,14190.11,Debit Card
TXN00930,2025-06-28,Expense,Education,Hospital,9033.74,UPI
TXN00444,2025-06-29,Expense,Groceries,Ola,10186.38,Credit Card
TXN00244,2025-06-29,Expense,Bills,Ola,7865.05,Credit Card
TXN00276,2025-06-29,Expense,Groceries,Flipkart,10354.02,Debit Card
TXN01792,2025-06-29,Expense,Bills,Spotify,7148.58,Bank Transfer
TXN01276,2025-06-30,Expense,Shopping,BigBasket,1975.51,Debit Card
TXN00537,2025-06-30,Expense,Transport,IRCTC,14030.02,Cash
TXN00980,2025-07-01,Expense,Food,Myntra,11602.21,Credit Card
TXN00504,2025-07-01,Expense,Education,Amazon,9769.22,Credit Card
TXN00097,2025-07-01,Expense,Travel,BookMyShow,9779.3,Cash
TXN00965,2025-07-02,Expense,Other,College,10534.09,Cash
TXN00176,2025-07-02,Expense,Education,Spotify,6079.7,Debit Card
TXN01777,2025-07-02,Expense,Shopping,BigBasket,9255.27,Cash
TXN00625,2025-07-02,Income,Salary,Investment Account,54490.64,Debit Card
TXN01368,2025-07-02,Expense,Education,Swiggy,9423.61,Cash
TXN00460,2025-07-02,Income,Salary,Bank,13203.83,Cash
TXN00726,2025-07-02,Expense,Food,Amazon,2718.19,Debit Card
TXN00879,2025-07-02,Expense,Other,Uber,8117.73,Cash
TXN00088,2025-07-02,Expense,Shopping,Flipkart,3297.42,Cash
TXN01275,2025-07-03,Expense,Food,BookMyShow,4162.44,Bank Transfer
TXN01170,2025-07-03,Expense,Food,Amazon,14283.19,Cash
TXN00093,2025-07-03,Expense,Healthcare,Hospital,8532.16,Credit Card
TXN01639,2025-07-03,Expense,Shopping,Electricity Board,8588.92,Credit Card
TXN01000,2025-07-03,Expense,Groceries,IRCTC,10760.58,Cash
TXN00543,2025-07-03,Expense,Other,Spotify,4670.2,Credit Card
TXN00767,2025-07-03,Income,Freelance,Client,73986.88,Cash
TXN00160,2025-07-04,Expense,Food,Ola,4913.33,Debit Card
TXN01092,2025-07-04,Expense,Healthcare,Hospital,302.75,Credit Card
TXN00553,2025-07-04,Expense,Healthcare,BigBasket,10773.34,Cash
TXN00095,2025-07-04,Income,Freelance,Bank,22958.39,UPI
TXN00723,2025-07-04,Expense,Education,DMart,3691.01,UPI
TXN00626,2025-07-04,Expense,Groceries,Netflix,14572.7,Cash
TXN01825,2025-07-04,Expense,Entertainment,Electricity Board,12347.04,Bank Transfer
TXN00603,2025-07-05,Expense,Groceries,Amazon,70798.83,Credit Card
TXN01932,2025-07-05,Expense,Shopping,Spotify,3614.43,Debit Card
TXN00057,2025-07-05,Expense,Transport,Amazon,2314.84,Debit Card
TXN00469,2025-07-05,Expense,Education,Jio,13372.43,UPI
TXN01708,2025-07-05,Expense,Food,College,12883.05,Cash
TXN01489,2025-07-05,Expense,Education,Electricity Board,2459.17,UPI
TXN01928,2025-07-05,Expense,Food,Netflix,5298.16,Debit Card
TXN00924,2025-07-05,Expense,Entertainment,BigBasket,10361.99,Bank Transfer
TXN00528,2025-07-06,Expense,Transport,Electricity Board,35970.33,Credit Card
TXN01093,2025-07-06,Expense,Entertainment,DMart,10082.74,Credit Card
TXN01393,2025-07-06,Expense,Food,BigBasket,3720.45,UPI
TXN01389,2025-07-06,Income,Salary,Bank,7120.22,Debit Card
TXN00981,2025-07-06,Expense,Other,Jio,5841.66,Cash
TXN00999,2025-07-06,Expense,Entertainment,BookMyShow,11227.36,Credit Card
TXN01097,2025-07-07,Expense,Groceries,Zomato,7899.72,UPI
TXN01636,2025-07-07,Expense,Travel,BookMyShow,2154.24,Debit Card
TXN01872,2025-07-07,Expense,Healthcare,Netflix,10252.91,UPI
TXN01380,2025-07-07,Expense,Travel,Airtel,9275.51,Cash
TXN01353,2025-07-07,Expense,Entertainment,Swiggy,8101.85,Bank Transfer
TXN01091,2025-07-07,Expense,Education,Flipkart,11639.64,Bank Transfer
TXN00580,2025-07-07,Expense,Other,College,1475.83,Bank Transfer
TXN01135,2025-07-08,Expense,Entertainment,Amazon,5009.16,UPI
TXN01904,2025-07-08,Expense,Entertainment,BookMyShow,11238.39,Credit Card
TXN00805,2025-07-08,Expense,Travel,Uber,13535.61,Debit Card
TXN01397,2025-07-08,Income,Salary,Client,70741.3,UPI
TXN01572,2025-07-09,Expense,Education,Ola,7120.35,Bank Transfer
TXN01528,2025-07-09,Expense,Education,Myntra,5680.74,Credit Card
TXN01635,2025-07-09,Expense,Shopping,Spotify,5591.01,Credit Card
TXN01310,2025-07-09,Expense,Shopping,Myntra,8683.01,Debit Card
TXN00878,2025-07-10,Expense,Healthcare,Ola,5976.45,Cash
TXN00131,2025-07-10,Expense,Education,BookMyShow,12877.56,Cash
TXN01344,2025-07-10,Expense,Transport,Ola,10211.7,Debit Card
TXN01260,2025-07-10,Income,Salary,Company,41059.83,Cash
TXN01196,2025-07-11,Expense,Healthcare,Electricity Board,7956.97,UPI
TXN00033,2025-07-11,Expense,Transport,College,386.83,Debit Card
TXN01537,2025-07-11,Expense,Shopping,Spotify,5283.08,Credit Card
TXN00527,2025-07-11,Expense,Shopping,Jio,1172.57,Cash
TXN01864,2025-07-11,Expense,Groceries,Jio,5612.66,Debit Card
TXN00616,2025-07-11,Expense,Groceries,BookMyShow,14908.46,Bank Transfer
TXN00865,2025-07-12,Expense,Shopping,BookMyShow,12871.31,Bank Transfer
TXN00740,2025-07-12,Expense,Food,BigBasket,12514.73,Bank Transfer
TXN00819,2025-07-12,Expense,Travel,College,7080.4,Credit Card
TXN00827,2025-07-13,Expense,Bills,BookMyShow,8505.52,UPI
TXN01703,2025-07-13,Expense,Transport,Netflix,14785.68,Bank Transfer
TXN00634,2025-07-13,Expense,Education,Netflix,4295.44,Credit Card
TXN01469,2025-07-13,Expense,Groceries,Swiggy,6311.85,Credit Card
TXN00828,2025-07-13,Expense,Transport,College,14098.75,Bank Transfer
TXN01750,2025-07-14,Expense,Groceries,Hospital,6940.35,Bank Transfer
TXN01630,2025-07-14,Expense,Healthcare,Jio,13249.53,Debit Card
TXN01457,2025-07-15,Expense,Bills,Amazon,12801.68,Bank Transfer
TXN00990,2025-07-15,Expense,Transport,Ola,14077.15,UPI
TXN01008,2025-07-15,Expense,Travel,Electricity Board,9414.28,Bank Transfer
TXN00976,2025-07-15,Expense,Transport,BookMyShow,6449.28,Credit Card
TXN00340,2025-07-15,Expense,Travel,Uber,14113.28,UPI
TXN00512,2025-07-16,Expense,Shopping,Electricity Board,1955.02,Bank Transfer
TXN00926,2025-07-16,Expense,Groceries,Swiggy,6901.78,Credit Card
TXN01968,2025-07-16,Income,Investment,Investment Account,36806.84,Cash
TXN01606,2025-07-16,Expense,Bills,BigBasket,13623.66,Debit Card
TXN00074,2025-07-16,Expense,Healthcare,Uber,6460.09,Bank Transfer
TXN00526,2025-07-16,Expense,Healthcare,Airtel,71.3,Credit Card
TXN01897,2025-07-16,Expense,Healthcare,Electricity Board,13824.88,Bank Transfer
TXN00133,2025-07-17,Expense,Other,Flipkart,14705.87,Cash
TXN01865,2025-07-17,Expense,Bills,IRCTC,2384.57,Credit Card
TXN00882,2025-07-17,Expense,Food,Ola,6889.6,UPI
TXN00301,2025-07-17,Expense,Other,IRCTC,5094.83,Bank Transfer
TXN01414,2025-07-18,Expense,Groceries,Ola,44536.05,UPI
TXN01696,2025-07-18,Expense,Healthcare,Hospital,2218.29,UPI
TXN01113,2025-07-18,Income,Freelance,Investment Account,48953.81,Credit Card
TXN01516,2025-07-18,Expense,Bills,Jio,9339.33,UPI
TXN01360,2025-07-19,Expense,Bills,Flipkart,11386.14,Debit Card
TXN00845,2025-07-19,Expense,Shopping,Hospital,6461.32,Bank Transfer
TXN01096,2025-07-19,Expense,Education,IRCTC,1777.65,Bank Transfer
TXN00067,2025-07-19,Income,Freelance,Bank,27782.72,Cash
TXN00109,2025-07-19,Income,Freelance,Company,6858.4,Bank Transfer
TXN00877,2025-07-19,Expense,Entertainment,Zomato,10980.69,Bank Transfer
TXN00175,2025-07-20,Expense,Shopping,College,6795.43,Debit Card
TXN01542,2025-07-20,Expense,Other,Flipkart,9158.26,Debit Card
TXN00719,2025-07-20,Expense,Education,Jio,6276.59,Credit Card
TXN01143,2025-07-20,Expense,Shopping,Electricity Board,108.46,Debit Card
TXN01646,2025-07-20,Expense,Bills,Netflix,282.28,Debit Card
TXN00707,2025-07-20,Expense,Bills,Ola,9825.24,Bank Transfer
TXN01766,2025-07-21,Expense,Food,IRCTC,154.77,UPI
TXN00633,2025-07-21,Expense,Food,Spotify,13284.28,Bank Transfer
TXN00708,2025-07-21,Expense,Bills,Uber,8266.6,UPI
TXN00441,2025-07-22,Expense,Travel,Uber,12044.08,Debit Card
TXN01450,2025-07-22,Expense,Food,Zomato,871.94,Credit Card
TXN00250,2025-07-22,Expense,Education,Flipkart,7593.77,Cash
TXN00098,2025-07-22,Expense,Education,Ola,467.55,Credit Card
TXN00099,2025-07-22,Expense,Transport,DMart,8105.1,Debit Card
TXN01188,2025-07-23,Expense,Entertainment,BigBasket,14247.04,UPI
TXN01128,2025-07-23,Expense,Travel,Jio,5326.31,Bank Transfer
TXN01799,2025-07-23,Expense,Other,Swiggy,2026.56,UPI
TXN01561,2025-07-23,Expense,Food,Hospital,12743.62,Cash
TXN00506,2025-07-23,Expense,Transport,BookMyShow,5729.58,Credit Card
TXN00242,2025-07-23,Income,Salary,Client,52135.58,Credit Card
TXN01438,2025-07-23,Expense,Travel,Myntra,5326.27,Bank Transfer
TXN00178,2025-07-23,Expense,Transport,Flipkart,10802.39,Bank Transfer
TXN01859,2025-07-23,Expense,Other,BigBasket,9299.41,UPI
TXN01779,2025-07-23,Expense,Shopping,Flipkart,9627.46,Credit Card
TXN00702,2025-07-24,Income,Freelance,Client,32120.9,Bank Transfer
TXN00761,2025-07-24,Expense,Groceries,DMart,8935.43,Credit Card
TXN00275,2025-07-24,Expense,Healthcare,College,7890.6,Credit Card
TXN00979,2025-07-24,Expense,Education,Jio,4280.01,Cash
TXN01042,2025-07-24,Expense,Shopping,Myntra,9368.66,Bank Transfer
TXN01078,2025-07-24,Expense,Travel,Jio,9520.73,Cash
TXN00734,2025-07-24,Expense,Bills,BigBasket,14198.28,Bank Transfer
TXN01089,2025-07-24,Expense,Travel,Airtel,115.09,Cash
TXN00569,2025-07-24,Expense,Transport,Amazon,10717.99,Cash
TXN01889,2025-07-25,Expense,Groceries,Spotify,10896.08,Debit Card
TXN00251,2025-07-25,Expense,Bills,Ola,11862.49,Debit Card
TXN00050,2025-07-25,Expense,Healthcare,Myntra,3453.98,Bank Transfer
TXN01127,2025-07-25,Income,Investment,Investment Account,49427.98,Credit Card
TXN01204,2025-07-25,Income,Freelance,Bank,20052.26,Debit Card
TXN00685,2025-07-25,Expense,Healthcare,Myntra,9662.83,Cash
TXN00746,2025-07-25,Income,Investment,Client,50997.47,Cash
TXN00606,2025-07-25,Expense,Healthcare,Hospital,2446.23,Cash
TXN00684,2025-07-25,Expense,Entertainment,BigBasket,6525.93,UPI
TXN01956,2025-07-25,Expense,Travel,Swiggy,8077.19,Debit Card
TXN00020,2025-07-25,Expense,Groceries,Flipkart,4775.41,Cash
TXN01770,2025-07-26,Expense,Education,Myntra,1547.22,Credit Card
TXN00832,2025-07-26,Expense,Shopping,Spotify,13223.54,Credit Card
TXN00005,2025-07-26,Expense,Healthcare,Swiggy,11291.55,Cash
TXN00114,2025-07-26,Expense,Transport,Zomato,8983.27,UPI
TXN01986,2025-07-26,Expense,Other,DMart,5967.21,Bank Transfer
TXN00372,2025-07-26,Expense,Other,Flipkart,7819.53,Credit Card
TXN01235,2025-07-26,Expense,Other,Uber,3312.0,UPI
TXN00060,2025-07-26,Expense,Food,Flipkart,1979.51,Bank Transfer
TXN01401,2025-07-26,Expense,Entertainment,Amazon,6241.91,Cash
TXN01475,2025-07-26,Expense,Travel,Electricity Board,455.97,Bank Transfer
TXN01978,2025-07-27,Expense,Travel,Amazon,1993.98,Debit Card
TXN00447,2025-07-27,Expense,Travel,Myntra,13104.05,Bank Transfer
TXN00602,2025-07-28,Expense,Groceries,College,7102.28,Bank Transfer
TXN01695,2025-07-28,Income,Investment,Company,21818.8,Bank Transfer
TXN01001,2025-07-28,Expense,Groceries,BigBasket,2106.95,Credit Card
TXN00377,2025-07-28,Income,Investment,Investment Account,22840.41,Debit Card
TXN01462,2025-07-29,Expense,Transport,IRCTC,4234.84,Debit Card
TXN00938,2025-07-29,Income,Freelance,Investment Account,78274.0,UPI
TXN00974,2025-07-29,Expense,Transport,Zomato,9000.22,Debit Card
TXN01490,2025-07-29,Income,Salary,Client,44986.71,Cash
TXN00245,2025-07-30,Expense,Food,Ola,2563.8,Cash
TXN01012,2025-07-30,Expense,Groceries,BookMyShow,6309.11,Debit Card
TXN01081,2025-07-30,Expense,Transport,Spotify,13829.28,Bank Transfer
TXN00125,2025-07-30,Expense,Entertainment,IRCTC,9700.67,Credit Card
TXN01988,2025-07-30,Expense,Bills,Uber,5919.9,Bank Transfer
TXN00162,2025-07-31,Expense,Transport,Spotify,522.04,Cash
TXN00787,2025-07-31,Expense,Other,Flipkart,13306.37,UPI
TXN01851,2025-07-31,Expense,Groceries,DMart,13511.57,Credit Card
TXN01347,2025-07-31,Expense,Food,Jio,1811.1,Bank Transfer
TXN00597,2025-07-31,Expense,Shopping,Myntra,12046.41,UPI
TXN01031,2025-07-31,Expense,Education,Flipkart,12118.82,Debit Card
TXN01902,2025-07-31,Income,Freelance,Investment Account,75028.49,Credit Card
